Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
25,7221,0,7083,18.45,16.19,1.602812,2.0
20,7884,0,7706,18.93,16.25,0.9025,0.90625
5,6590,0,6490,11.77,10.07,1.711093,1.671875
15,7849,0,7430,22.56,16.02,0.842343,0.984375
20,7565,0,7335,14.33,10.85,1.222031,1.1875
30,9872,0,9597,15.69,12.47,0.553593,0.53125
30,7328,0,7158,18.85,16.09,1.493437,1.703125
30,7334,0,7029,12.23,7.56,0.900468,1.0
30,8849,0,8604,23.76,20.34,1.042187,1.171875
30,7129,0,6999,12.6,10.55,1.052031,0.953125
