Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7344,   0, 7158,19.10,16.09,1.583437,1.765625
  5, 7337,   0, 7158,18.99,16.09,1.606093,1.703125
 10, 7331,   0, 7158,18.89,16.09,1.582031,1.531250
 15, 7336,   0, 7158,18.98,16.09,1.563437,1.687500
 20, 7347,   0, 7158,19.15,16.09,1.532187,1.687500
 25, 7357,   0, 7158,19.32,16.09,1.508593,1.609375
 30, 7328,   0, 7158,18.85,16.09,1.493437,1.703125
 35, 7336,   0, 7158,18.98,16.09,1.469531,1.531250
 40, 7360,   0, 7158,19.36,16.09,1.475937,1.421875
 45, 7355,   0, 7158,19.28,16.09,1.487500,1.578125
 50, 7366,   0, 7158,19.46,16.09,1.483437,1.421875
