Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9481,   0, 9200,27.86,24.07,0.036093,0.046875
  5, 9418,   1, 9200,27.01,24.07,0.061718,0.062500
 10, 9423,   2, 9144,27.08,23.32,0.056406,0.062500
 15, 9459,   1, 8904,27.57,20.08,0.062031,0.078125
 20, 9425,   1, 9099,27.11,22.71,0.061093,0.062500
 25, 9387,   0, 8972,26.59,21.00,0.062031,0.078125
 30, 9463,   0, 8973,27.62,21.01,0.065468,0.062500
 35, 9431,   0, 9200,27.19,24.07,0.066875,0.109375
 40, 9440,   0, 9036,27.31,21.86,0.071562,0.062500
 45, 9403,   0, 8989,26.81,21.23,0.072968,0.078125
 50, 9442,   0, 8917,27.34,20.26,0.072968,0.078125
