Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1812,   0, 1720,12.55, 6.83,0.071406,0.062500
  5, 1816,   0, 1720,12.80, 6.83,0.070937,0.062500
 10, 1833,   0, 1720,13.85, 6.83,0.071562,0.078125
 15, 1812,   0, 1720,12.55, 6.83,0.071406,0.078125
 20, 1820,   0, 1720,13.04, 6.83,0.071250,0.078125
 25, 1809,   0, 1701,12.36, 5.65,0.071250,0.078125
 30, 1815,   0, 1720,12.73, 6.83,0.072031,0.062500
 35, 1815,   0, 1720,12.73, 6.83,0.072187,0.078125
 40, 1829,   0, 1720,13.60, 6.83,0.073125,0.078125
 45, 1823,   0, 1720,13.23, 6.83,0.072812,0.078125
 50, 1821,   0, 1701,13.11, 5.65,0.072343,0.062500
