Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4216,   0, 4038, 7.33, 2.80,0.008593,0.000000
  5, 4180,   2, 4025, 6.42, 2.47,0.008906,0.015625
 10, 4204,   3, 4025, 7.03, 2.47,0.009531,0.015625
 15, 4230,   1, 4038, 7.69, 2.80,0.012031,0.015625
 20, 4207,   2, 4038, 7.10, 2.80,0.015156,0.015625
 25, 4190,   5, 4038, 6.67, 2.80,0.014218,0.015625
 30, 4196,   4, 4025, 6.82, 2.47,0.013281,0.000000
 35, 4181,   5, 4038, 6.44, 2.80,0.014843,0.015625
 40, 4187,   9, 4025, 6.59, 2.47,0.015156,0.015625
 45, 4186,   7, 4025, 6.57, 2.47,0.015312,0.015625
 50, 4201,  12, 4025, 6.95, 2.47,0.015781,0.015625
