Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 7860,   0, 7750,18.57,16.91,0.948906,1.031250
  5, 7875,   0, 7750,18.80,16.91,0.917187,0.859375
 10, 7870,   0, 7750,18.72,16.91,0.913437,0.906250
 15, 7876,   0, 7750,18.81,16.91,0.907031,0.937500
 20, 7884,   0, 7706,18.93,16.25,0.902500,0.906250
 25, 7878,   0, 7750,18.84,16.91,0.909843,0.937500
 30, 7881,   0, 7750,18.89,16.91,0.928125,0.890625
 35, 7855,   0, 7745,18.49,16.84,0.910468,0.890625
 40, 7870,   0, 7720,18.72,16.46,0.925156,0.921875
 45, 7877,   0, 7750,18.83,16.91,0.925937,0.890625
 50, 7890,   0, 7720,19.02,16.46,0.935625,0.937500
