Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1621,   0, 1575,12.49, 9.30,0.047812,0.046875
  5, 1622,   1, 1527,12.56, 5.97,0.049687,0.078125
 10, 1629,   1, 1521,13.05, 5.55,0.051718,0.046875
 15, 1622,   0, 1517,12.56, 5.27,0.053437,0.046875
 20, 1628,   0, 1535,12.98, 6.52,0.055000,0.062500
 25, 1618,   0, 1521,12.28, 5.55,0.057968,0.046875
 30, 1625,   0, 1521,12.77, 5.55,0.059218,0.062500
 35, 1624,   0, 1570,12.70, 8.95,0.059843,0.046875
 40, 1622,   0, 1570,12.56, 8.95,0.061406,0.062500
 45, 1619,   0, 1575,12.35, 9.30,0.062968,0.062500
 50, 1630,   0, 1571,13.12, 9.02,0.064062,0.062500
