Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3471,   0, 3421,28.13,26.28,0.043906,0.031250
  5, 3470,   1, 3293,28.09,21.56,0.063593,0.062500
 10, 3469,   0, 3376,28.05,24.62,0.063437,0.062500
 15, 3476,   0, 3235,28.31,19.42,0.062968,0.046875
 20, 3472,   0, 3293,28.17,21.56,0.064218,0.046875
 25, 3475,   0, 3421,28.28,26.28,0.065156,0.078125
 30, 3482,   0, 3378,28.53,24.70,0.063281,0.078125
 35, 3473,   0, 3380,28.20,24.77,0.064375,0.046875
 40, 3456,   0, 3283,27.57,21.19,0.065156,0.062500
 45, 3470,   0, 3376,28.09,24.62,0.065312,0.062500
 50, 3467,   0, 3338,27.98,23.22,0.066718,0.062500
