Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3850,   0, 3777,15.86,13.66,0.008437,0.015625
  5, 3844,   1, 3771,15.68,13.48,0.008125,0.000000
 10, 3848,   1, 3751,15.80,12.88,0.009062,0.000000
 15, 3845,   1, 3459,15.71, 4.09,0.013125,0.015625
 20, 3849,   0, 3672,15.83,10.50,0.014375,0.031250
 25, 3857,   0, 3672,16.07,10.50,0.018750,0.015625
 30, 3844,   2, 3642,15.68, 9.60,0.017500,0.015625
 35, 3845,   0, 3642,15.71, 9.60,0.019218,0.031250
 40, 3845,   0, 3594,15.71, 8.16,0.018125,0.015625
 45, 3835,   0, 3672,15.41,10.50,0.019843,0.015625
 50, 3850,   0, 3639,15.86, 9.51,0.019375,0.015625
