Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4725,   0, 4687, 7.09, 6.23,0.008750,0.000000
  5, 4670,  24, 4425, 5.85, 0.29,0.012656,0.015625
 10, 4674,  15, 4448, 5.94, 0.82,0.013593,0.000000
 15, 4667,  22, 4446, 5.78, 0.77,0.018750,0.015625
 20, 4651,  22, 4448, 5.42, 0.82,0.020625,0.031250
 25, 4641,  29, 4445, 5.19, 0.75,0.021250,0.015625
 30, 4631,  33, 4412, 4.96, 0.00,0.021875,0.046875
 35, 4641,  29, 4425, 5.19, 0.29,0.021562,0.015625
 40, 4626,  36, 4412, 4.85, 0.00,0.023125,0.046875
 45, 4610,  43, 4445, 4.49, 0.75,0.023593,0.031250
 50, 4590,  46, 4412, 4.03, 0.00,0.024375,0.046875
