Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2565,   0, 2520, 6.88, 5.00,0.085468,0.093750
  5, 2555,   0, 2509, 6.46, 4.54,0.084218,0.093750
 10, 2557,   1, 2494, 6.54, 3.92,0.085781,0.078125
 15, 2562,   0, 2520, 6.75, 5.00,0.085781,0.078125
 20, 2556,   0, 2501, 6.50, 4.21,0.086250,0.109375
 25, 2556,   0, 2503, 6.50, 4.29,0.089218,0.078125
 30, 2547,   0, 2501, 6.12, 4.21,0.093437,0.125000
 35, 2557,   0, 2494, 6.54, 3.92,0.095156,0.093750
 40, 2552,   0, 2520, 6.33, 5.00,0.100312,0.093750
 45, 2555,   0, 2520, 6.46, 5.00,0.101562,0.109375
 50, 2561,   0, 2509, 6.71, 4.54,0.105000,0.109375
