Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3433,   0, 3362, 8.67, 6.43,0.036718,0.046875
  5, 3426,   0, 3354, 8.45, 6.17,0.045625,0.046875
 10, 3443,   0, 3362, 8.99, 6.43,0.047656,0.062500
 15, 3441,   0, 3362, 8.93, 6.43,0.049062,0.046875
 20, 3435,   0, 3362, 8.74, 6.43,0.044531,0.031250
 25, 3437,   0, 3362, 8.80, 6.43,0.045625,0.062500
 30, 3436,   0, 3362, 8.77, 6.43,0.047500,0.031250
 35, 3446,   0, 3362, 9.09, 6.43,0.050781,0.046875
 40, 3428,   0, 3362, 8.52, 6.43,0.047812,0.046875
 45, 3439,   0, 3347, 8.86, 5.95,0.047187,0.046875
 50, 3434,   0, 3362, 8.71, 6.43,0.047500,0.046875
