Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3931,   0, 3859,17.48,15.33,0.009843,0.015625
  5, 3903,   5, 3716,16.65,11.06,0.010312,0.000000
 10, 3914,   3, 3553,16.98, 6.19,0.010625,0.015625
 15, 3898,   5, 3746,16.50,11.95,0.014843,0.031250
 20, 3911,   1, 3770,16.89,12.67,0.013750,0.015625
 25, 3899,   2, 3677,16.53, 9.89,0.015781,0.015625
 30, 3895,   1, 3655,16.41, 9.23,0.015937,0.015625
 35, 3906,   1, 3726,16.74,11.36,0.014687,0.015625
 40, 3915,   2, 3681,17.01,10.01,0.016250,0.015625
 45, 3914,   1, 3716,16.98,11.06,0.016250,0.015625
 50, 3905,   2, 3549,16.71, 6.07,0.014375,0.031250
