Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4040,   0, 3859, 7.70, 2.88,0.006250,0.000000
  5, 4023,   2, 3834, 7.25, 2.21,0.006718,0.015625
 10, 3999,   1, 3834, 6.61, 2.21,0.006562,0.000000
 15, 4019,   3, 3770, 7.14, 0.51,0.006562,0.000000
 20, 4007,   0, 3814, 6.82, 1.68,0.008750,0.015625
 25, 4009,   0, 3846, 6.88, 2.53,0.009687,0.015625
 30, 4020,   0, 3834, 7.17, 2.21,0.010312,0.015625
 35, 4015,   0, 3846, 7.04, 2.53,0.010468,0.015625
 40, 4027,   1, 3783, 7.36, 0.85,0.011093,0.015625
 45, 4026,   0, 3814, 7.33, 1.68,0.011093,0.015625
 50, 4003,   0, 3834, 6.72, 2.21,0.010468,0.015625
