Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2239,   0, 2212, 7.39, 6.09,0.012343,0.015625
  5, 2238,   0, 2194, 7.34, 5.23,0.015000,0.015625
 10, 2239,   0, 2183, 7.39, 4.70,0.028906,0.015625
 15, 2240,   0, 2212, 7.43, 6.09,0.033437,0.046875
 20, 2240,   0, 2212, 7.43, 6.09,0.036406,0.046875
 25, 2239,   0, 2194, 7.39, 5.23,0.039218,0.046875
 30, 2239,   0, 2180, 7.39, 4.56,0.039062,0.046875
 35, 2238,   0, 2212, 7.34, 6.09,0.045000,0.062500
 40, 2241,   0, 2212, 7.48, 6.09,0.038750,0.031250
 45, 2237,   0, 2194, 7.29, 5.23,0.039218,0.046875
 50, 2240,   0, 2194, 7.43, 5.23,0.041093,0.046875
