Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8697,   0, 8417,19.96,16.10,0.028125,0.031250
  5, 8673,   1, 8406,19.63,15.94,0.047343,0.109375
 10, 8613,   0, 8214,18.80,13.30,0.049375,0.062500
 15, 8671,   0, 8417,19.60,16.10,0.048906,0.046875
 20, 8679,   0, 8247,19.71,13.75,0.050781,0.046875
 25, 8627,   0, 8302,18.99,14.51,0.052812,0.046875
 30, 8676,   0, 8405,19.67,15.93,0.049375,0.046875
 35, 8684,   0, 8214,19.78,13.30,0.052500,0.046875
 40, 8647,   0, 8247,19.27,13.75,0.052500,0.062500
 45, 8653,   0, 8417,19.35,16.10,0.051875,0.046875
 50, 8657,   0, 8247,19.41,13.75,0.053281,0.046875
