Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1208,   0, 1186,15.60,13.49,0.062343,0.046875
  5, 1206,   0, 1182,15.41,13.11,0.060625,0.062500
 10, 1211,   0, 1183,15.89,13.21,0.060625,0.062500
 15, 1208,   0, 1186,15.60,13.49,0.060312,0.062500
 20, 1205,   0, 1154,15.31,10.43,0.060781,0.062500
 25, 1203,   0, 1153,15.12,10.33,0.062500,0.062500
 30, 1207,   0, 1143,15.50, 9.38,0.061562,0.046875
 35, 1212,   0, 1154,15.98,10.43,0.062656,0.062500
 40, 1209,   0, 1183,15.69,13.21,0.062187,0.046875
 45, 1205,   0, 1153,15.31,10.33,0.064531,0.062500
 50, 1207,   0, 1153,15.50,10.33,0.063281,0.062500
