Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1974,   0, 1898,20.00,15.38,0.055000,0.062500
  5, 1967,   1, 1874,19.57,13.92,0.055937,0.062500
 10, 1973,   0, 1870,19.94,13.68,0.056250,0.062500
 15, 1972,   0, 1898,19.88,15.38,0.056718,0.062500
 20, 1964,   0, 1898,19.39,15.38,0.057343,0.062500
 25, 1961,   0, 1898,19.21,15.38,0.057343,0.062500
 30, 1971,   0, 1873,19.82,13.86,0.057031,0.062500
 35, 1965,   0, 1873,19.45,13.86,0.056875,0.062500
 40, 1974,   0, 1898,20.00,15.38,0.056875,0.062500
 45, 1964,   0, 1898,19.39,15.38,0.057343,0.062500
 50, 1977,   0, 1882,20.18,14.41,0.057656,0.062500
