Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4112,   0, 4056,16.69,15.10,0.011093,0.015625
  5, 4107,   6, 3733,16.54, 5.93,0.012343,0.015625
 10, 4109,   8, 3888,16.60,10.33,0.019218,0.000000
 15, 4109,   5, 3877,16.60,10.02,0.020468,0.031250
 20, 4102,   6, 3875,16.40, 9.96,0.020000,0.031250
 25, 4089,  11, 3789,16.03, 7.52,0.022343,0.031250
 30, 4096,   8, 3829,16.23, 8.65,0.022812,0.031250
 35, 4102,   8, 3643,16.40, 3.38,0.022656,0.015625
 40, 4078,   6, 3697,15.72, 4.91,0.023125,0.031250
 45, 4112,   7, 3760,16.69, 6.70,0.021718,0.015625
 50, 4059,  13, 3547,15.18, 0.65,0.023437,0.046875
