Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1293,   0, 1277,12.43,11.04,0.071250,0.078125
  5, 1291,   1, 1256,12.26, 9.22,0.072500,0.125000
 10, 1290,   0, 1263,12.17, 9.83,0.074375,0.062500
 15, 1291,   0, 1253,12.26, 8.96,0.075468,0.078125
 20, 1291,   0, 1263,12.26, 9.83,0.077031,0.078125
 25, 1291,   0, 1251,12.26, 8.78,0.076093,0.078125
 30, 1292,   0, 1245,12.35, 8.26,0.077968,0.062500
 35, 1290,   0, 1264,12.17, 9.91,0.077968,0.078125
 40, 1293,   0, 1253,12.43, 8.96,0.079843,0.093750
 45, 1292,   0, 1256,12.35, 9.22,0.080468,0.078125
 50, 1291,   0, 1260,12.26, 9.57,0.080781,0.078125
