Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2555,   0, 2507, 9.19, 7.14,0.134375,0.109375
  5, 2557,   1, 2507, 9.27, 7.14,0.140000,0.125000
 10, 2558,   0, 2470, 9.32, 5.56,0.139062,0.187500
 15, 2554,   0, 2470, 9.15, 5.56,0.140625,0.140625
 20, 2557,   0, 2461, 9.27, 5.17,0.142656,0.140625
 25, 2560,   0, 2436, 9.40, 4.10,0.142500,0.125000
 30, 2562,   0, 2466, 9.49, 5.38,0.144218,0.125000
 35, 2560,   0, 2507, 9.40, 7.14,0.146718,0.140625
 40, 2557,   0, 2507, 9.27, 7.14,0.146406,0.156250
 45, 2557,   0, 2436, 9.27, 4.10,0.150781,0.187500
 50, 2560,   0, 2507, 9.40, 7.14,0.152968,0.125000
