Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1263,   0, 1228, 9.07, 6.04,0.069375,0.062500
  5, 1271,   0, 1228, 9.76, 6.04,0.075468,0.062500
 10, 1273,   0, 1228, 9.93, 6.04,0.078281,0.093750
 15, 1267,   0, 1228, 9.41, 6.04,0.081718,0.062500
 20, 1267,   0, 1228, 9.41, 6.04,0.086093,0.078125
 25, 1269,   0, 1224, 9.59, 5.70,0.089375,0.093750
 30, 1273,   0, 1224, 9.93, 5.70,0.092343,0.078125
 35, 1267,   0, 1228, 9.41, 6.04,0.096093,0.078125
 40, 1270,   0, 1214, 9.67, 4.84,0.101406,0.093750
 45, 1264,   0, 1228, 9.15, 6.04,0.103750,0.109375
 50, 1265,   0, 1228, 9.24, 6.04,0.105625,0.093750
