Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 6001,   0, 5894,17.60,15.50,0.450312,0.453125
  5, 6000,   0, 5865,17.58,14.93,0.442187,0.437500
 10, 5996,   0, 5894,17.50,15.50,0.435781,0.421875
 15, 6000,   0, 5894,17.58,15.50,0.430625,0.421875
 20, 5999,   0, 5894,17.56,15.50,0.427812,0.406250
 25, 5995,   0, 5894,17.48,15.50,0.427812,0.421875
 30, 5992,   0, 5827,17.42,14.19,0.424843,0.421875
 35, 6012,   0, 5894,17.81,15.50,0.430312,0.437500
 40, 5996,   0, 5894,17.50,15.50,0.429218,0.390625
 45, 5982,   0, 5894,17.23,15.50,0.428125,0.484375
 50, 5998,   0, 5894,17.54,15.50,0.426875,0.421875
