Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1401,   0, 1357,13.63,10.06,0.052187,0.062500
  5, 1400,   1, 1357,13.54,10.06,0.052812,0.062500
 10, 1397,   0, 1353,13.30, 9.73,0.051406,0.062500
 15, 1399,   0, 1313,13.46, 6.49,0.051562,0.046875
 20, 1399,   0, 1313,13.46, 6.49,0.050781,0.046875
 25, 1401,   0, 1350,13.63, 9.49,0.050781,0.046875
 30, 1397,   0, 1339,13.30, 8.60,0.051250,0.062500
 35, 1404,   0, 1357,13.87,10.06,0.050468,0.046875
 40, 1397,   0, 1357,13.30,10.06,0.050312,0.046875
 45, 1401,   0, 1357,13.63,10.06,0.051250,0.062500
 50, 1404,   0, 1357,13.87,10.06,0.051250,0.062500
