Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2304,   0, 2278,14.12,12.83,0.127031,0.140625
  5, 2304,   1, 2257,14.12,11.79,0.133125,0.171875
 10, 2306,   0, 2274,14.21,12.63,0.132812,0.187500
 15, 2299,   0, 2204,13.87, 9.16,0.131093,0.125000
 20, 2301,   0, 2278,13.97,12.83,0.135312,0.140625
 25, 2301,   0, 2278,13.97,12.83,0.135000,0.140625
 30, 2304,   0, 2257,14.12,11.79,0.136093,0.140625
 35, 2303,   0, 2278,14.07,12.83,0.136875,0.125000
 40, 2302,   0, 2278,14.02,12.83,0.139687,0.140625
 45, 2302,   0, 2278,14.02,12.83,0.139531,0.140625
 50, 2301,   0, 2278,13.97,12.83,0.140937,0.125000
