Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8881,   0, 8690,23.76,21.10,0.027031,0.031250
  5, 8793,   1, 8449,22.53,17.74,0.050937,0.062500
 10, 8826,   2, 8611,22.99,20.00,0.057187,0.062500
 15, 8825,   0, 8484,22.98,18.23,0.058125,0.078125
 20, 8810,   0, 8611,22.77,20.00,0.059218,0.031250
 25, 8853,   0, 8550,23.37,19.15,0.059843,0.031250
 30, 8808,   0, 8464,22.74,17.95,0.059062,0.078125
 35, 8815,   0, 8482,22.84,18.20,0.062812,0.078125
 40, 8820,   0, 8317,22.91,15.90,0.065156,0.062500
 45, 8845,   0, 8086,23.26,12.68,0.063750,0.078125
 50, 8849,   0, 8517,23.31,18.69,0.066718,0.078125
