Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3081,   0, 3021,19.46,17.14,0.015937,0.031250
  5, 3065,   6, 2896,18.84,12.29,0.020312,0.015625
 10, 3071,   8, 2851,19.08,10.55,0.027812,0.031250
 15, 3068,  13, 2894,18.96,12.21,0.030781,0.093750
 20, 3053,  10, 2795,18.38, 8.38,0.029843,0.046875
 25, 3047,  11, 2703,18.15, 4.81,0.030468,0.046875
 30, 3060,   9, 2736,18.65, 6.09,0.028906,0.031250
 35, 3053,  12, 2814,18.38, 9.11,0.033906,0.046875
 40, 3042,  14, 2818,17.95, 9.27,0.033437,0.031250
 45, 3037,  21, 2736,17.76, 6.09,0.039687,0.031250
 50, 3027,  20, 2620,17.37, 1.59,0.036562,0.062500
