Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1282,   0, 1266, 8.19, 6.84,0.056562,0.062500
  5, 1283,   0, 1266, 8.27, 6.84,0.065312,0.031250
 10, 1282,   0, 1266, 8.19, 6.84,0.069062,0.078125
 15, 1282,   0, 1266, 8.19, 6.84,0.075156,0.062500
 20, 1284,   0, 1247, 8.35, 5.23,0.080625,0.093750
 25, 1283,   0, 1266, 8.27, 6.84,0.083750,0.062500
 30, 1281,   0, 1247, 8.10, 5.23,0.091250,0.078125
 35, 1284,   0, 1264, 8.35, 6.67,0.095468,0.093750
 40, 1285,   0, 1264, 8.44, 6.67,0.097187,0.093750
 45, 1281,   0, 1264, 8.10, 6.67,0.099843,0.109375
 50, 1282,   0, 1264, 8.19, 6.67,0.104843,0.093750
