Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3888,   0, 3817,16.55,14.42,0.007187,0.000000
  5, 3886,   3, 3508,16.49, 5.16,0.007343,0.015625
 10, 3891,   2, 3700,16.64,10.91,0.007656,0.000000
 15, 3900,   6, 3740,16.91,12.11,0.009218,0.031250
 20, 3886,   5, 3561,16.49, 6.74,0.013125,0.015625
 25, 3859,   4, 3613,15.68, 8.30,0.012812,0.031250
 30, 3855,   4, 3561,15.56, 6.74,0.013750,0.015625
 35, 3875,   6, 3522,16.16, 5.58,0.014062,0.031250
 40, 3865,   5, 3610,15.86, 8.21,0.013750,0.015625
 45, 3882,   3, 3561,16.37, 6.74,0.014218,0.015625
 50, 3868,   6, 3444,15.95, 3.24,0.014843,0.031250
