Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4327,   0, 4175, 7.21, 3.44,0.009375,0.000000
  5, 4322,   1, 4175, 7.09, 3.44,0.008437,0.015625
 10, 4294,   0, 4175, 6.39, 3.44,0.008593,0.000000
 15, 4333,   1, 4175, 7.36, 3.44,0.013906,0.000000
 20, 4303,   0, 4175, 6.62, 3.44,0.014218,0.015625
 25, 4336,   2, 4175, 7.43, 3.44,0.014531,0.015625
 30, 4295,   2, 4175, 6.42, 3.44,0.014375,0.015625
 35, 4306,   1, 4175, 6.69, 3.44,0.014375,0.015625
 40, 4349,   4, 4175, 7.76, 3.44,0.014843,0.015625
 45, 4342,   0, 4159, 7.58, 3.05,0.014062,0.015625
 50, 4331,   2, 4175, 7.31, 3.44,0.015625,0.015625
