Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
35,3271,0,3100,20.83,14.52,0.035468,0.015625
25,3534,0,3404,17.72,13.39,0.036093,0.03125
45,3338,0,3199,17.08,12.21,0.052968,0.046875
35,3236,0,3034,17.25,9.93,0.04875,0.03125
30,3229,0,3093,19.28,14.26,0.051093,0.046875
30,3003,0,2760,8.8,0.0,0.044531,0.046875
30,3404,0,3302,10.05,6.76,0.048125,0.046875
20,3058,0,2968,3.24,0.2,0.038281,0.046875
35,3304,0,3149,18.55,12.99,0.039843,0.03125
15,3105,0,2950,14.7,8.98,0.045625,0.0625
