Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
5,9243,5,8184,30.5,15.54,0.075156,0.09375
15,9459,1,8904,27.57,20.08,0.062031,0.078125
25,9221,0,8565,12.77,4.75,0.052656,0.046875
50,9727,0,8361,31.71,13.22,0.077812,0.03125
5,9703,3,8979,30.26,20.54,0.054531,0.0625
10,9339,2,8633,23.06,13.76,0.061406,0.0625
50,9718,0,8568,25.73,10.86,0.0775,0.09375
10,9382,2,8606,31.71,20.82,0.061562,0.0625
45,8845,0,8086,23.26,12.68,0.06375,0.078125
25,8718,0,8272,9.51,3.91,0.0475,0.046875
