Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2013,   0, 1962,19.61,16.58,0.097500,0.093750
  5, 2015,   0, 1961,19.73,16.52,0.096093,0.125000
 10, 2015,   0, 1962,19.73,16.58,0.097187,0.093750
 15, 2010,   0, 1962,19.43,16.58,0.096718,0.093750
 20, 2020,   0, 1949,20.02,15.81,0.097187,0.093750
 25, 2013,   0, 1962,19.61,16.58,0.098750,0.093750
 30, 2021,   0, 1946,20.08,15.63,0.100625,0.109375
 35, 2013,   0, 1962,19.61,16.58,0.100468,0.093750
 40, 2022,   0, 1949,20.14,15.81,0.101093,0.109375
 45, 2014,   0, 1962,19.67,16.58,0.101718,0.093750
 50, 2019,   0, 1962,19.96,16.58,0.102031,0.093750
