Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
20,3080,0,2889,12.29,5.32,0.041406,0.03125
25,2407,0,2268,8.62,2.35,0.048437,0.046875
40,3176,2,3031,5.87,1.03,0.025625,0.015625
25,3330,48,2988,13.03,1.43,0.036875,0.03125
15,2687,2,2374,21.86,7.66,0.074687,0.109375
50,3027,20,2620,17.37,1.59,0.036562,0.0625
45,2942,0,2891,4.62,2.81,0.037031,0.03125
15,3102,46,3014,2.92,0.0,0.022968,0.046875
25,3788,10,3510,9.67,1.62,0.025937,0.046875
10,2321,1,2191,8.76,2.67,0.033125,0.046875
