Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2079,   0, 1999,11.65, 7.36,0.070000,0.062500
  5, 2105,   0, 1995,13.05, 7.14,0.078125,0.078125
 10, 2086,   1, 1976,12.03, 6.12,0.078593,0.078125
 15, 2090,   0, 1999,12.24, 7.36,0.078281,0.078125
 20, 2089,   0, 1999,12.19, 7.36,0.078750,0.062500
 25, 2086,   0, 1999,12.03, 7.36,0.080312,0.093750
 30, 2095,   0, 1999,12.51, 7.36,0.080937,0.093750
 35, 2093,   0, 1971,12.41, 5.85,0.078750,0.078125
 40, 2080,   0, 1971,11.71, 5.85,0.081562,0.078125
 45, 2091,   0, 1999,12.30, 7.36,0.081093,0.078125
 50, 2087,   0, 1999,12.08, 7.36,0.082031,0.078125
