Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8668,   0, 8342,23.60,18.95,0.026562,0.046875
  5, 8594,   1, 7954,22.54,13.42,0.040937,0.031250
 10, 8547,   0, 8247,21.87,17.60,0.042500,0.031250
 15, 8617,   0, 8131,22.87,15.94,0.043593,0.046875
 20, 8577,   0, 8136,22.30,16.01,0.048281,0.046875
 25, 8576,   0, 8267,22.29,17.88,0.048437,0.046875
 30, 8544,   0, 8243,21.83,17.54,0.051406,0.078125
 35, 8584,   0, 8342,22.40,18.95,0.055312,0.046875
 40, 8646,   0, 8342,23.29,18.95,0.057031,0.062500
 45, 8592,   0, 8179,22.52,16.63,0.053281,0.046875
 50, 8578,   0, 8120,22.32,15.78,0.053750,0.062500
