Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 1075,   0, 1058,12.57,10.79,0.051406,0.062500
  5, 1075,   0, 1044,12.57, 9.32,0.051250,0.062500
 10, 1078,   0, 1058,12.88,10.79,0.050625,0.062500
 15, 1073,   0, 1058,12.36,10.79,0.050781,0.046875
 20, 1073,   0, 1058,12.36,10.79,0.050468,0.062500
 25, 1080,   0, 1047,13.09, 9.63,0.050625,0.046875
 30, 1077,   0, 1043,12.77, 9.21,0.050781,0.046875
 35, 1078,   0, 1058,12.88,10.79,0.048593,0.046875
 40, 1076,   0, 1035,12.67, 8.38,0.049218,0.046875
 45, 1079,   0, 1058,12.98,10.79,0.050625,0.046875
 50, 1076,   0, 1042,12.67, 9.11,0.048593,0.046875
