Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3431,   0, 3367,23.06,20.77,0.032656,0.031250
  5, 3430,   0, 3367,23.03,20.77,0.052031,0.046875
 10, 3432,   0, 3275,23.10,17.47,0.051406,0.062500
 15, 3417,   0, 3228,22.56,15.78,0.051250,0.062500
 20, 3418,   0, 3231,22.60,15.89,0.055312,0.062500
 25, 3433,   0, 3308,23.13,18.65,0.055937,0.046875
 30, 3420,   0, 3263,22.67,17.04,0.057031,0.109375
 35, 3436,   0, 3367,23.24,20.77,0.058437,0.046875
 40, 3432,   0, 3270,23.10,17.29,0.058906,0.078125
 45, 3435,   0, 3367,23.21,20.77,0.057812,0.062500
 50, 3428,   0, 3312,22.96,18.79,0.057187,0.046875
