Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3984,   0, 3874,16.90,13.67,0.009375,0.015625
  5, 3978,   2, 3854,16.73,13.09,0.010468,0.031250
 10, 3970,   1, 3737,16.49, 9.65,0.010937,0.015625
 15, 3972,   0, 3805,16.55,11.65,0.014843,0.015625
 20, 3961,   1, 3716,16.23, 9.04,0.015468,0.015625
 25, 3965,   0, 3716,16.34, 9.04,0.015625,0.015625
 30, 3989,   1, 3805,17.05,11.65,0.015468,0.015625
 35, 3984,   0, 3742,16.90, 9.80,0.016250,0.015625
 40, 3981,   0, 3806,16.81,11.68,0.015625,0.031250
 45, 3975,   1, 3801,16.64,11.53,0.016875,0.015625
 50, 3970,   0, 3805,16.49,11.65,0.015625,0.015625
