Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 3477,   0, 3268,28.44,20.72,0.052031,0.062500
  5, 3492,   0, 3268,29.00,20.72,0.066250,0.062500
 10, 3489,   0, 3268,28.89,20.72,0.064843,0.078125
 15, 3478,   0, 3268,28.48,20.72,0.061093,0.078125
 20, 3475,   0, 3268,28.37,20.72,0.061562,0.031250
 25, 3509,   0, 3268,29.63,20.72,0.058906,0.078125
 30, 3484,   0, 3268,28.70,20.72,0.065000,0.062500
 35, 3461,   0, 3268,27.85,20.72,0.060312,0.031250
 40, 3480,   0, 3238,28.56,19.62,0.062031,0.062500
 45, 3470,   0, 3268,28.19,20.72,0.063281,0.062500
 50, 3471,   0, 3268,28.22,20.72,0.063281,0.078125
