Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
25,2205,0,2126,8.78,4.88,0.071562,0.078125
10,1950,0,1822,17.82,10.09,0.100312,0.109375
5,2073,1,1994,13.46,9.14,0.083437,0.09375
45,2099,0,2029,16.68,12.78,0.099531,0.09375
15,1970,0,1911,15.27,11.82,0.105625,0.109375
25,2085,0,2034,13.25,10.48,0.079843,0.078125
45,2131,0,2076,18.06,15.01,0.075156,0.0625
45,1990,0,1850,15.83,7.68,0.121718,0.109375
30,2021,0,1946,20.08,15.63,0.100625,0.109375
40,2080,0,1971,11.71,5.85,0.081562,0.078125
