Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 8765,   0, 8383,14.26, 9.28,0.010781,0.015625
  5, 8679,   6, 8004,13.14, 4.34,0.011875,0.000000
 10, 8680,   7, 8286,13.15, 8.02,0.015781,0.031250
 15, 8701,   4, 7979,13.43, 4.02,0.019531,0.015625
 20, 8696,   5, 8326,13.36, 8.54,0.019843,0.031250
 25, 8671,   4, 8372,13.04, 9.14,0.018906,0.015625
 30, 8694,   3, 8212,13.34, 7.05,0.019375,0.015625
 35, 8694,   2, 8275,13.34, 7.87,0.019062,0.031250
 40, 8658,   1, 8212,12.87, 7.05,0.019531,0.031250
 45, 8711,   3, 8143,13.56, 6.15,0.019218,0.015625
 50, 8716,   3, 8301,13.62, 8.21,0.019375,0.046875
