Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9399,   0, 9267,27.00,25.21,0.011562,0.015625
  5, 9249,  13, 7859,24.97, 6.19,0.014062,0.015625
 10, 9236,  13, 8361,24.79,12.97,0.021093,0.031250
 15, 9251,   6, 8268,25.00,11.71,0.022812,0.031250
 20, 9238,  12, 8537,24.82,15.35,0.023906,0.031250
 25, 9239,   9, 8645,24.83,16.81,0.024531,0.031250
 30, 9243,   7, 8790,24.89,18.77,0.024375,0.031250
 35, 9239,   9, 8535,24.83,15.32,0.025625,0.031250
 40, 9231,  15, 8270,24.73,11.74,0.026250,0.031250
 45, 9248,   7, 8326,24.96,12.50,0.025625,0.015625
 50, 9239,  10, 8475,24.83,14.51,0.025000,0.031250
