Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2107,   0, 2072,17.12,15.18,0.108437,0.109375
  5, 2101,   0, 2063,16.79,14.67,0.104687,0.109375
 10, 2103,   1, 2054,16.90,14.17,0.101406,0.109375
 15, 2103,   0, 2042,16.90,13.51,0.099218,0.093750
 20, 2099,   0, 2064,16.68,14.73,0.098750,0.093750
 25, 2100,   0, 2062,16.73,14.62,0.100468,0.109375
 30, 2103,   0, 2043,16.90,13.56,0.099218,0.093750
 35, 2101,   0, 2072,16.79,15.18,0.100468,0.093750
 40, 2107,   0, 2062,17.12,14.62,0.099687,0.093750
 45, 2099,   0, 2029,16.68,12.78,0.099531,0.093750
 50, 2099,   0, 2072,16.68,15.18,0.100468,0.078125
