Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9048,   0, 8902,20.03,18.09,0.094218,0.093750
  5, 8999,   2, 8215,19.38, 8.98,0.083125,0.093750
 10, 9026,   2, 8250,19.74, 9.45,0.104531,0.125000
 15, 9003,   0, 8215,19.43, 8.98,0.108437,0.109375
 20, 9031,   0, 8215,19.81, 8.98,0.090468,0.093750
 25, 8988,   0, 8215,19.24, 8.98,0.089531,0.078125
 30, 9025,   0, 8250,19.73, 9.45,0.083906,0.093750
 35, 9040,   0, 8453,19.93,12.14,0.086718,0.093750
 40, 9023,   0, 8250,19.70, 9.45,0.088593,0.078125
 45, 9046,   0, 8598,20.01,14.06,0.088437,0.078125
 50, 9017,   0, 8250,19.62, 9.45,0.088125,0.109375
