Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 9778,   0, 9668, 8.39, 7.17,0.047500,0.078125
  5, 9750,   1, 9519, 8.08, 5.52,0.049062,0.046875
 10, 9751,   0, 9372, 8.09, 3.89,0.052812,0.046875
 15, 9750,   1, 9519, 8.08, 5.52,0.054375,0.062500
 20, 9709,   0, 9349, 7.63, 3.64,0.055781,0.062500
 25, 9770,   0, 9372, 8.30, 3.89,0.056406,0.046875
 30, 9761,   0, 9559, 8.20, 5.96,0.056250,0.062500
 35, 9754,   0, 9519, 8.13, 5.52,0.055625,0.062500
 40, 9748,   0, 9495, 8.06, 5.25,0.057812,0.062500
 45, 9752,   0, 9349, 8.10, 3.64,0.059375,0.062500
 50, 9743,   0, 9349, 8.00, 3.64,0.059843,0.078125
