Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4082,   0, 4049, 8.91, 8.03,0.007187,0.000000
  5, 4065,   5, 3771, 8.46, 0.61,0.008281,0.000000
 10, 4060,   9, 3771, 8.32, 0.61,0.009531,0.015625
 15, 4059,   7, 3748, 8.30, 0.00,0.010937,0.015625
 20, 4061,   6, 3835, 8.35, 2.32,0.014062,0.015625
 25, 4077,   6, 3835, 8.78, 2.32,0.014687,0.015625
 30, 4074,   6, 3767, 8.70, 0.51,0.015000,0.031250
 35, 4070,   8, 3784, 8.59, 0.96,0.013125,0.031250
 40, 4064,   7, 3846, 8.43, 2.61,0.016875,0.015625
 45, 4062,   6, 3869, 8.38, 3.23,0.016093,0.031250
 50, 4065,   7, 3858, 8.46, 2.93,0.015781,0.015625
