Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
15,7858,0,7087,14.56,3.32,0.020937,0.03125
5,7932,6,7234,15.64,5.47,0.015,0.03125
10,7947,5,7190,15.86,4.83,0.020625,0.015625
50,7973,1,7489,16.24,9.19,0.022187,0.03125
5,7997,3,7318,16.59,6.69,0.012187,0.015625
50,7907,0,7249,13.75,4.29,0.020625,0.015625
30,8005,1,7064,16.71,2.99,0.019531,0.015625
20,8079,1,6939,17.79,1.17,0.025,0.03125
15,7976,4,7172,16.29,4.56,0.018593,0.015625
30,7859,1,7077,14.58,3.18,0.025468,0.015625
