Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2137,   0, 2072, 7.55, 4.28,0.105000,0.078125
  5, 2130,   2, 2053, 7.20, 3.32,0.112656,0.187500
 10, 2136,   0, 2072, 7.50, 4.28,0.113593,0.109375
 15, 2140,   0, 2072, 7.70, 4.28,0.112656,0.093750
 20, 2148,   0, 2072, 8.10, 4.28,0.112187,0.109375
 25, 2139,   0, 2065, 7.65, 3.93,0.123750,0.125000
 30, 2138,   0, 2072, 7.60, 4.28,0.120781,0.140625
 35, 2138,   0, 2036, 7.60, 2.47,0.115000,0.125000
 40, 2129,   0, 2072, 7.15, 4.28,0.149218,0.109375
 45, 2136,   0, 2059, 7.50, 3.62,0.246406,0.265625
 50, 2136,   0, 2072, 7.50, 4.28,0.244375,0.281250
