Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 4124,   0, 4004, 7.23, 4.11,0.005937,0.015625
  5, 4106,   4, 3855, 6.76, 0.23,0.006406,0.015625
 10, 4119,   3, 4002, 7.10, 4.06,0.006875,0.000000
 15, 4104,   1, 3935, 6.71, 2.31,0.007812,0.015625
 20, 4115,   1, 3846, 6.99, 0.00,0.009687,0.015625
 25, 4150,   4, 3892, 7.90, 1.20,0.010468,0.015625
 30, 4126,   3, 3846, 7.28, 0.00,0.010937,0.015625
 35, 4133,   3, 3959, 7.46, 2.94,0.011562,0.015625
 40, 4104,   2, 3846, 6.71, 0.00,0.011250,0.015625
 45, 4110,   1, 3846, 6.86, 0.00,0.010312,0.015625
 50, 4138,   3, 3846, 7.59, 0.00,0.009531,0.000000
