Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
  0, 2379,   0, 2322, 7.94, 5.35,0.103750,0.093750
  5, 2384,   0, 2322, 8.17, 5.35,0.116093,0.109375
 10, 2381,   0, 2289, 8.03, 3.86,0.121406,0.109375
 15, 2382,   0, 2322, 8.08, 5.35,0.119218,0.125000
 20, 2384,   0, 2322, 8.17, 5.35,0.120468,0.140625
 25, 2371,   0, 2322, 7.58, 5.35,0.123281,0.125000
 30, 2375,   0, 2320, 7.76, 5.26,0.124218,0.125000
 35, 2377,   0, 2320, 7.85, 5.26,0.127187,0.140625
 40, 2378,   0, 2322, 7.89, 5.35,0.126250,0.125000
 45, 2381,   0, 2289, 8.03, 3.86,0.129843,0.125000
 50, 2383,   0, 2322, 8.12, 5.35,0.129843,0.125000
