Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1962,8,1947,27,3.32,2.53,0.847343
5,1956,12,1901,1,3.0,0.11,0.884531
10,1958,14,1917,2,3.11,0.95,0.926718
15,1955,25,1905,1,2.95,0.32,1.031406
20,1951,29,1899,1,2.74,0.0,1.032656
25,1947,44,1899,1,2.53,0.0,1.155
30,1954,52,1899,2,2.9,0.0,1.230312
35,1955,56,1899,1,2.95,0.0,1.232031
40,1976,33,1901,1,4.05,0.11,1.113437
45,1983,18,1926,1,4.42,1.42,0.984843
50,1998,8,1924,1,5.21,1.32,0.902031
55,2012,3,1959,2,5.95,3.16,0.865781
60,2012,1,1958,1,5.95,3.11,0.850468
65,2023,1,1959,1,6.53,3.16,0.857656
70,2022,0,1959,1,6.48,3.16,0.841875
75,2025,0,1959,1,6.64,3.16,0.582968
80,2021,0,1963,11,6.42,3.37,0.527187
85,2026,0,1963,2,6.69,3.37,0.525781
90,2035,0,1963,2,7.16,3.37,0.526406
95,2031,0,1963,4,6.95,3.37,0.528125
100,2023,0,1959,1,6.53,3.16,0.525937
