Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1249,3,1245,22,5.4,5.06,0.19375
5,1241,29,1219,21,4.73,2.87,0.246093
10,1236,54,1219,36,4.3,2.87,0.297968
15,1226,79,1185,2,3.46,0.0,0.352187
20,1226,80,1185,2,3.46,0.0,0.3625
25,1220,102,1185,3,2.95,0.0,0.421406
30,1222,95,1185,6,3.12,0.0,0.420156
35,1229,83,1185,2,3.71,0.0,0.413593
40,1242,41,1219,5,4.81,2.87,0.324218
45,1249,23,1219,1,5.4,2.87,0.287187
50,1251,8,1219,1,5.57,2.87,0.256875
55,1253,4,1211,1,5.74,2.19,0.261093
60,1254,2,1240,1,5.82,4.64,0.250781
65,1256,1,1237,1,5.99,4.39,0.252031
70,1258,0,1236,1,6.16,4.3,0.253125
75,1257,0,1236,7,6.08,4.3,0.2575
80,1258,0,1236,2,6.16,4.3,0.260781
85,1259,0,1244,2,6.24,4.98,0.276093
90,1262,0,1236,1,6.5,4.3,0.263593
95,1258,0,1236,3,6.16,4.3,0.264531
100,1261,0,1236,4,6.41,4.3,0.265468
