Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2167,16,2136,55,3.93,2.45,0.051093
5,2167,32,2085,2,3.93,0.0,0.05125
10,2152,50,2085,3,3.21,0.0,0.058281
15,2143,60,2085,5,2.78,0.0,0.063593
20,2129,90,2085,11,2.11,0.0,0.075
25,2118,111,2085,19,1.58,0.0,0.084843
30,2115,125,2085,19,1.44,0.0,0.090781
35,2113,136,2085,22,1.34,0.0,0.095937
40,2126,142,2085,15,1.97,0.0,0.099062
45,2149,106,2085,5,3.07,0.0,0.083906
50,2187,66,2085,2,4.89,0.0,0.069375
55,2199,63,2094,1,5.47,0.43,0.068906
60,2224,25,2085,1,6.67,0.0,0.053437
65,2235,18,2116,1,7.19,1.49,0.049062
70,2249,10,2169,1,7.87,4.03,0.04625
75,2256,10,2166,1,8.2,3.88,0.046406
80,2254,4,2182,2,8.11,4.65,0.04375
85,2258,3,2166,1,8.3,3.88,0.04625
90,2265,7,2106,1,8.63,1.01,0.046718
95,2270,6,2210,1,8.87,6.0,0.052656
100,2274,1,2182,1,9.06,4.65,0.04625
