Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2650,14,2650,100,2.75,2.75,0.038125
5,2620,31,2579,42,1.59,0.0,0.043125
10,2603,37,2579,65,0.93,0.0,0.044218
15,2601,42,2579,68,0.85,0.0,0.047031
20,2591,52,2579,83,0.47,0.0,0.050625
25,2585,52,2579,91,0.23,0.0,0.051562
30,2587,59,2579,87,0.31,0.0,0.054531
35,2581,74,2579,96,0.08,0.0,0.06
40,2588,79,2579,82,0.35,0.0,0.061875
45,2597,93,2579,64,0.7,0.0,0.067656
50,2612,89,2579,41,1.28,0.0,0.067656
55,2631,87,2579,21,2.02,0.0,0.067031
60,2643,84,2579,11,2.48,0.0,0.066718
65,2654,81,2579,6,2.91,0.0,0.066718
70,2661,85,2579,6,3.18,0.0,0.067812
75,2682,67,2579,2,3.99,0.0,0.062031
80,2693,68,2579,1,4.42,0.0,0.063281
85,2703,68,2579,2,4.81,0.0,0.062656
90,2711,77,2590,1,5.12,0.43,0.066093
95,2728,60,2590,1,5.78,0.43,0.060156
100,2719,78,2579,1,5.43,0.0,0.071406
