Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2086,4,2085,87,0.05,0.0,0.039687
5,2088,11,2085,84,0.14,0.0,0.041875
10,2088,11,2085,85,0.14,0.0,0.041406
15,2085,19,2085,95,0.0,0.0,0.045312
20,2085,19,2085,93,0.0,0.0,0.045156
25,2085,22,2085,95,0.0,0.0,0.046718
30,2085,35,2085,93,0.0,0.0,0.051718
35,2086,42,2085,86,0.05,0.0,0.054843
40,2092,42,2085,60,0.34,0.0,0.055156
45,2101,41,2085,34,0.77,0.0,0.056093
50,2112,27,2085,28,1.29,0.0,0.05125
55,2126,17,2085,18,1.97,0.0,0.045468
60,2143,6,2085,11,2.78,0.0,0.043125
65,2150,6,2085,9,3.12,0.0,0.042812
70,2163,1,2085,6,3.74,0.0,0.040937
75,2155,1,2085,7,3.36,0.0,0.040937
80,2169,2,2085,7,4.03,0.0,0.041093
85,2161,1,2085,6,3.65,0.0,0.039843
90,2163,0,2085,5,3.74,0.0,0.040625
95,2175,0,2085,1,4.32,0.0,0.040625
100,2175,0,2085,4,4.32,0.0,0.040625
