Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,3524,8,3524,100,0.0,0.0,0.020156
5,3524,9,3524,100,0.0,0.0,0.02125
10,3524,10,3524,100,0.0,0.0,0.02
15,3524,12,3524,100,0.0,0.0,0.023281
20,3524,14,3524,100,0.0,0.0,0.024218
25,3524,18,3524,100,0.0,0.0,0.025937
30,3524,19,3524,100,0.0,0.0,0.025
35,3524,22,3524,100,0.0,0.0,0.02375
40,3525,25,3524,99,0.03,0.0,0.024062
45,3524,43,3524,100,0.0,0.0,0.02875
50,3525,48,3524,99,0.03,0.0,0.029062
55,3528,54,3524,94,0.11,0.0,0.031718
60,3546,66,3524,76,0.62,0.0,0.034687
65,3549,84,3524,72,0.71,0.0,0.037343
70,3571,68,3524,53,1.33,0.0,0.035468
75,3592,70,3524,39,1.93,0.0,0.035781
80,3607,70,3524,30,2.36,0.0,0.036093
85,3630,75,3524,22,3.01,0.0,0.036562
90,3639,84,3524,23,3.26,0.0,0.039531
95,3672,66,3524,17,4.2,0.0,0.035937
100,3692,73,3524,14,4.77,0.0,0.037656
