Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2087,6,2085,86,0.1,0.0,0.042656
5,2086,8,2085,91,0.05,0.0,0.043281
10,2085,9,2085,91,0.0,0.0,0.044375
15,2085,13,2085,95,0.0,0.0,0.046718
20,2085,15,2085,95,0.0,0.0,0.046718
25,2085,23,2085,97,0.0,0.0,0.049687
30,2085,27,2085,96,0.0,0.0,0.051562
35,2086,30,2085,87,0.05,0.0,0.052968
40,2090,38,2085,65,0.24,0.0,0.056562
45,2103,31,2085,37,0.86,0.0,0.05375
50,2111,19,2085,35,1.25,0.0,0.04875
55,2134,12,2085,16,2.35,0.0,0.04625
60,2139,5,2085,11,2.59,0.0,0.04375
65,2142,7,2085,11,2.73,0.0,0.044531
70,2149,1,2085,9,3.07,0.0,0.041406
75,2151,0,2085,9,3.17,0.0,0.042031
80,2159,2,2085,3,3.55,0.0,0.042812
85,2166,0,2085,6,3.88,0.0,0.042187
90,2160,0,2085,3,3.6,0.0,0.042343
95,2167,1,2085,2,3.93,0.0,0.042656
100,2169,0,2085,1,4.03,0.0,0.041406
