Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,2259,6,2229,14,4.34,2.96,0.03875
5,2229,40,2165,9,2.96,0.0,0.054531
10,2209,52,2165,24,2.03,0.0,0.065156
15,2194,73,2165,38,1.34,0.0,0.063281
20,2185,89,2165,39,0.92,0.0,0.069062
25,2178,88,2165,53,0.6,0.0,0.068437
30,2179,88,2165,60,0.65,0.0,0.068437
35,2177,111,2165,53,0.55,0.0,0.077968
40,2183,122,2165,34,0.83,0.0,0.0825
45,2206,96,2165,17,1.89,0.0,0.072968
50,2237,68,2165,3,3.33,0.0,0.0625
55,2249,52,2165,4,3.88,0.0,0.057343
60,2262,31,2195,2,4.48,1.39,0.049531
65,2269,25,2165,1,4.8,0.0,0.0475
70,2284,17,2195,1,5.5,1.39,0.045312
75,2285,6,2165,1,5.54,0.0,0.041093
80,2301,8,2223,1,6.28,2.68,0.041406
85,2296,7,2211,1,6.05,2.12,0.041718
90,2303,1,2165,1,6.37,0.0,0.039687
95,2302,4,2235,2,6.33,3.23,0.039531
100,2308,1,2198,2,6.61,1.52,0.039843
