Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1125,12,1114,44,2.18,1.18,0.229062
5,1127,17,1114,34,2.36,1.18,0.241093
10,1127,24,1114,35,2.36,1.18,0.253281
15,1126,29,1101,1,2.27,0.0,0.265
20,1126,43,1114,38,2.27,1.18,0.298593
25,1125,55,1108,1,2.18,0.64,0.324218
30,1128,58,1101,1,2.45,0.0,0.345468
35,1130,70,1101,1,2.63,0.0,0.358125
40,1137,41,1114,11,3.27,1.18,0.300937
45,1145,18,1114,1,4.0,1.18,0.255312
50,1151,9,1134,1,4.54,3.0,0.237187
55,1154,5,1134,1,4.81,3.0,0.231562
60,1156,2,1143,2,5.0,3.81,0.233906
65,1158,1,1141,1,5.18,3.63,0.221562
70,1158,0,1144,10,5.18,3.91,0.219531
75,1159,0,1143,2,5.27,3.81,0.221562
80,1161,0,1141,1,5.45,3.63,0.219687
85,1162,0,1144,1,5.54,3.91,0.220937
90,1162,0,1144,4,5.54,3.91,0.219843
95,1165,0,1144,4,5.81,3.91,0.220468
100,1166,0,1143,1,5.9,3.81,0.221718
