Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1227,15,1227,100,2.16,2.16,0.222187
5,1225,20,1205,5,2.0,0.33,0.245468
10,1222,33,1205,9,1.75,0.33,0.257812
15,1220,44,1201,1,1.58,0.0,0.280156
20,1218,61,1201,1,1.42,0.0,0.314531
25,1219,68,1201,2,1.5,0.0,0.331718
30,1218,90,1201,5,1.42,0.0,0.37875
35,1224,83,1201,1,1.92,0.0,0.370468
40,1237,50,1205,1,3.0,0.33,0.306093
45,1246,18,1221,1,3.75,1.67,0.245156
50,1253,8,1227,2,4.33,2.16,0.224062
55,1256,3,1231,1,4.58,2.5,0.21625
60,1260,1,1242,12,4.91,3.41,0.213281
65,1257,0,1242,7,4.66,3.41,0.210468
70,1261,0,1242,4,5.0,3.41,0.215937
75,1264,0,1242,5,5.25,3.41,0.210781
80,1262,0,1242,7,5.08,3.41,0.21125
85,1265,0,1242,3,5.33,3.41,0.21625
90,1268,0,1242,2,5.58,3.41,0.215781
95,1266,0,1242,2,5.41,3.41,0.210156
100,1265,0,1242,2,5.33,3.41,0.210937
