Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,988,32,960,19,3.46,0.52,0.314843
5,983,45,957,11,2.93,0.21,0.34625
10,979,60,955,2,2.51,0.0,0.380781
15,979,80,955,5,2.51,0.0,0.427656
20,972,96,955,6,1.78,0.0,0.470625
25,969,132,955,12,1.47,0.0,0.554375
30,970,181,955,24,1.57,0.0,0.665
35,990,167,955,11,3.66,0.0,0.639375
40,1029,101,959,1,7.75,0.42,0.501093
45,1069,43,989,1,11.94,3.56,0.347968
50,1079,16,1006,1,12.98,5.34,0.283437
55,1089,5,1033,1,14.03,8.17,0.259062
60,1092,1,1054,1,14.35,10.37,0.249375
65,1094,0,1058,1,14.55,10.79,0.24875
70,1097,0,1060,1,14.87,10.99,0.247031
75,1092,0,1060,1,14.35,10.99,0.2475
80,1097,0,1055,1,14.87,10.47,0.248125
85,1094,0,1055,1,14.55,10.47,0.249062
90,1097,0,1060,1,14.87,10.99,0.248437
95,1097,0,1055,1,14.87,10.47,0.24875
100,1099,0,1059,1,15.08,10.89,0.24875
