Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,7093,12,7087,67,1.14,1.06,0.117343
5,7085,22,7047,11,1.03,0.48,0.128906
10,7082,26,7047,18,0.98,0.48,0.133281
15,7076,36,7047,29,0.9,0.48,0.142968
20,7076,46,7013,1,0.9,0.0,0.152968
25,7072,61,7019,5,0.84,0.09,0.182187
30,7078,65,7013,1,0.93,0.0,0.17375
35,7094,79,7013,1,1.15,0.0,0.188906
40,7141,60,7043,1,1.83,0.43,0.169843
45,7201,41,7063,1,2.68,0.71,0.150625
50,7275,26,7087,2,3.74,1.06,0.135625
55,7335,22,7087,2,4.59,1.06,0.130625
60,7407,11,7087,1,5.62,1.06,0.120156
65,7507,5,7190,1,7.04,2.52,0.114375
70,7529,6,7124,1,7.36,1.58,0.115312
75,7587,2,7115,1,8.18,1.45,0.111875
80,7608,1,7092,2,8.48,1.13,0.110312
85,7713,1,7157,1,9.98,2.05,0.110625
90,7743,0,7298,3,10.41,4.06,0.111562
95,7806,0,7124,1,11.31,1.58,0.119687
100,7800,0,7285,1,11.22,3.88,0.110312
