Mutacao,MediaRes,NumMedGer,BestRes,ErroMed,ErroMenor,TempoMed,TempoMenor
0,1773,15,1717,13,7.78,4.38,0.343906
5,1775,21,1717,7,7.9,4.38,0.360781
10,1771,24,1715,2,7.66,4.26,0.37125
15,1768,39,1710,1,7.48,3.95,0.412812
20,1760,59,1673,1,6.99,1.7,0.47125
25,1752,72,1660,1,6.5,0.91,0.510781
30,1753,112,1678,1,6.57,2.01,0.642656
35,1777,82,1687,1,8.02,2.55,0.544531
40,1805,50,1718,1,9.73,4.44,0.452031
45,1841,16,1743,1,11.91,5.96,0.353437
50,1848,8,1750,2,12.34,6.38,0.344531
55,1853,5,1768,1,12.64,7.48,0.323125
60,1866,1,1755,1,13.43,6.69,0.310468
65,1873,1,1785,3,13.86,8.51,0.309218
70,1867,0,1785,2,13.5,8.51,0.307968
75,1867,0,1769,1,13.5,7.54,0.307812
80,1869,0,1785,2,13.62,8.51,0.30875
85,1864,0,1785,2,13.31,8.51,0.3075
90,1870,0,1785,2,13.68,8.51,0.307968
95,1874,0,1806,1,13.92,9.79,0.308281
100,1883,0,1800,1,14.47,9.42,0.308281
